year,gender,offense,state,value
2016,Unknown,property-crime,AZ,16
2017,Unknown,property-crime,AZ,14
2018,Unknown,property-crime,AZ,39
2010,Male,aggravated-assault,CO,7749
2011,Male,aggravated-assault,CO,7179
2012,Male,aggravated-assault,CO,8070
2013,Male,aggravated-assault,CO,7788
2014,Male,aggravated-assault,CO,7822
2015,Male,aggravated-assault,CO,7986
2016,Male,aggravated-assault,CO,9112
2017,Male,aggravated-assault,CO,9748
2018,Male,aggravated-assault,CO,10688
2010,Female,aggravated-assault,CO,1704
2011,Female,aggravated-assault,CO,1471
2012,Female,aggravated-assault,CO,1582
2013,Female,aggravated-assault,CO,1543
2014,Female,aggravated-assault,CO,1698
2015,Female,aggravated-assault,CO,1665
2016,Female,aggravated-assault,CO,1927
2017,Female,aggravated-assault,CO,2078
2018,Female,aggravated-assault,CO,2400
2010,Unknown,aggravated-assault,CO,520
2011,Unknown,aggravated-assault,CO,549
2012,Unknown,aggravated-assault,CO,422
2013,Unknown,aggravated-assault,CO,423
2014,Unknown,aggravated-assault,CO,585
2015,Unknown,aggravated-assault,CO,664
2016,Unknown,aggravated-assault,CO,701
2017,Unknown,aggravated-assault,CO,771
2018,Unknown,aggravated-assault,CO,809
2010,Male,burglary,CO,7061
2011,Male,burglary,CO,7075
2012,Male,burglary,CO,7773
2013,Male,burglary,CO,7908
2014,Male,burglary,CO,7663
2015,Male,burglary,CO,7786
2016,Male,burglary,CO,8313
2017,Male,burglary,CO,8399
2018,Male,burglary,CO,8164
2010,Female,burglary,CO,1338
2011,Female,burglary,CO,1440
2012,Female,burglary,CO,1521
2013,Female,burglary,CO,1708
2014,Female,burglary,CO,1764
2015,Female,burglary,CO,1680
2016,Female,burglary,CO,1877
2017,Female,burglary,CO,1856
2018,Female,burglary,CO,1958
2010,Unknown,burglary,CO,6989
2011,Unknown,burglary,CO,7124
2012,Unknown,burglary,CO,6181
2013,Unknown,burglary,CO,5581
2014,Unknown,burglary,CO,6281
2015,Unknown,burglary,CO,8190
2016,Unknown,burglary,CO,8053
2017,Unknown,burglary,CO,7974
2018,Unknown,burglary,CO,6835
2010,Male,larceny,CO,23302
2011,Male,larceny,CO,24093
2012,Male,larceny,CO,29192
2013,Male,larceny,CO,32950
2014,Male,larceny,CO,34929
2015,Male,larceny,CO,35913
2016,Male,larceny,CO,36515
2017,Male,larceny,CO,36132
2018,Male,larceny,CO,34912
2010,Female,larceny,CO,12873
2011,Female,larceny,CO,13938
2012,Female,larceny,CO,16820
2013,Female,larceny,CO,19092
2014,Female,larceny,CO,20957
2015,Female,larceny,CO,21297
2016,Female,larceny,CO,21222
2017,Female,larceny,CO,19864
2018,Female,larceny,CO,19788
2010,Unknown,larceny,CO,18535
2011,Unknown,larceny,CO,18448
2012,Unknown,larceny,CO,16227
2013,Unknown,larceny,CO,13807
2014,Unknown,larceny,CO,14451
2015,Unknown,larceny,CO,21600
2016,Unknown,larceny,CO,25189
2017,Unknown,larceny,CO,28833
2018,Unknown,larceny,CO,27125
2010,Male,motor-vehicle-theft,CO,2459
2011,Male,motor-vehicle-theft,CO,2378
2012,Male,motor-vehicle-theft,CO,3060
2013,Male,motor-vehicle-theft,CO,3496
2014,Male,motor-vehicle-theft,CO,3749
2015,Male,motor-vehicle-theft,CO,4535
2016,Male,motor-vehicle-theft,CO,5701
2017,Male,motor-vehicle-theft,CO,6113
2018,Male,motor-vehicle-theft,CO,6290
2010,Female,motor-vehicle-theft,CO,715
2011,Female,motor-vehicle-theft,CO,688
2012,Female,motor-vehicle-theft,CO,830
2013,Female,motor-vehicle-theft,CO,1096
2014,Female,motor-vehicle-theft,CO,1275
2015,Female,motor-vehicle-theft,CO,1576
2016,Female,motor-vehicle-theft,CO,1995
2017,Female,motor-vehicle-theft,CO,2226
2018,Female,motor-vehicle-theft,CO,2262
2010,Unknown,motor-vehicle-theft,CO,2186
2011,Unknown,motor-vehicle-theft,CO,2165
2012,Unknown,motor-vehicle-theft,CO,1807
2013,Unknown,motor-vehicle-theft,CO,1771
2014,Unknown,motor-vehicle-theft,CO,2595
2015,Unknown,motor-vehicle-theft,CO,5578
2016,Unknown,motor-vehicle-theft,CO,7205
2017,Unknown,motor-vehicle-theft,CO,9147
2018,Unknown,motor-vehicle-theft,CO,8319
2010,Male,homicide,CO,107
2011,Male,homicide,CO,128
2012,Male,homicide,CO,147
2013,Male,homicide,CO,133
2014,Male,homicide,CO,134
2015,Male,homicide,CO,160
2016,Male,homicide,CO,187
2017,Male,homicide,CO,241
2018,Male,homicide,CO,217
2010,Female,homicide,CO,24
2011,Female,homicide,CO,23
2012,Female,homicide,CO,16
2013,Female,homicide,CO,29
2014,Female,homicide,CO,21
2015,Female,homicide,CO,24
2016,Female,homicide,CO,30
2017,Female,homicide,CO,36
2018,Female,homicide,CO,36
2010,Unknown,homicide,CO,17
2011,Unknown,homicide,CO,17
2012,Unknown,homicide,CO,22
2013,Unknown,homicide,CO,10
2014,Unknown,homicide,CO,13
2015,Unknown,homicide,CO,10
2016,Unknown,homicide,CO,16
2017,Unknown,homicide,CO,31
2018,Unknown,homicide,CO,18
2010,Male,rape,CO,2588
2011,Male,rape,CO,2620
2012,Male,rape,CO,2965
2013,Male,rape,CO,2912
2014,Male,rape,CO,2964
2015,Male,rape,CO,3199
2016,Male,rape,CO,3514
2017,Male,rape,CO,3823
2018,Male,rape,CO,3902
2010,Female,rape,CO,76
2011,Female,rape,CO,94
2012,Female,rape,CO,94
2013,Female,rape,CO,123
2014,Female,rape,CO,130
2015,Female,rape,CO,130
2016,Female,rape,CO,159
2017,Female,rape,CO,176
2018,Female,rape,CO,191
2010,Unknown,rape,CO,84
2011,Unknown,rape,CO,90
2012,Unknown,rape,CO,147
2013,Unknown,rape,CO,120
2014,Unknown,rape,CO,179
2015,Unknown,rape,CO,230
2016,Unknown,rape,CO,252
2017,Unknown,rape,CO,296
2018,Unknown,rape,CO,297
2010,Male,robbery,CO,4437
2011,Male,robbery,CO,4574
2012,Male,robbery,CO,4806
2013,Male,robbery,CO,4411
2014,Male,robbery,CO,4274
2015,Male,robbery,CO,4515
2016,Male,robbery,CO,5109
2017,Male,robbery,CO,5602
2018,Male,robbery,CO,5337
2010,Female,robbery,CO,491
2011,Female,robbery,CO,442
2012,Female,robbery,CO,480
2013,Female,robbery,CO,524
2014,Female,robbery,CO,604
2015,Female,robbery,CO,628
2016,Female,robbery,CO,655
2017,Female,robbery,CO,746
2018,Female,robbery,CO,819
2010,Unknown,robbery,CO,266
2011,Unknown,robbery,CO,280
2012,Unknown,robbery,CO,342
2013,Unknown,robbery,CO,373
2014,Unknown,robbery,CO,320
2015,Unknown,robbery,CO,321
2016,Unknown,robbery,CO,347
2017,Unknown,robbery,CO,374
2018,Unknown,robbery,CO,348
2010,Male,arson,CO,466
2011,Male,arson,CO,484
2012,Male,arson,CO,495
2013,Male,arson,CO,439
2014,Male,arson,CO,501
2015,Male,arson,CO,440
2016,Male,arson,CO,506
2017,Male,arson,CO,611
2018,Male,arson,CO,528
2010,Female,arson,CO,57
2011,Female,arson,CO,67
2012,Female,arson,CO,82
2013,Female,arson,CO,96
2014,Female,arson,CO,83
2015,Female,arson,CO,100
2016,Female,arson,CO,122
2017,Female,arson,CO,112
2018,Female,arson,CO,113
2010,Unknown,arson,CO,198
2011,Unknown,arson,CO,222
2012,Unknown,arson,CO,125
2013,Unknown,arson,CO,106
2014,Unknown,arson,CO,176
2015,Unknown,arson,CO,206
2016,Unknown,arson,CO,204
2017,Unknown,arson,CO,280
2018,Unknown,arson,CO,258
2010,Male,violent-crime,CO,14881
2011,Male,violent-crime,CO,14501
2012,Male,violent-crime,CO,15988
2013,Male,violent-crime,CO,15244
2014,Male,violent-crime,CO,15194
2015,Male,violent-crime,CO,15860
2016,Male,violent-crime,CO,17922
2017,Male,violent-crime,CO,19414
2018,Male,violent-crime,CO,20144
2010,Female,violent-crime,CO,2295
2011,Female,violent-crime,CO,2030
2012,Female,violent-crime,CO,2172
2013,Female,violent-crime,CO,2219
2014,Female,violent-crime,CO,2453
2015,Female,violent-crime,CO,2447
2016,Female,violent-crime,CO,2771
2017,Female,violent-crime,CO,3036
2018,Female,violent-crime,CO,3446
2010,Unknown,violent-crime,CO,887
2011,Unknown,violent-crime,CO,936
2012,Unknown,violent-crime,CO,933
2013,Unknown,violent-crime,CO,926
2014,Unknown,violent-crime,CO,1097
2015,Unknown,violent-crime,CO,1225
2016,Unknown,violent-crime,CO,1316
2017,Unknown,violent-crime,CO,1472
2018,Unknown,violent-crime,CO,1472
2010,Male,property-crime,CO,33288
2011,Male,property-crime,CO,34030
2012,Male,property-crime,CO,40520
2013,Male,property-crime,CO,44793
2014,Male,property-crime,CO,46842
2015,Male,property-crime,CO,48674
2016,Male,property-crime,CO,51035
2017,Male,property-crime,CO,51255
2018,Male,property-crime,CO,49894
2010,Female,property-crime,CO,14983
2011,Female,property-crime,CO,16133
2012,Female,property-crime,CO,19253
2013,Female,property-crime,CO,21992
2014,Female,property-crime,CO,24079
2015,Female,property-crime,CO,24653
2016,Female,property-crime,CO,25216
2017,Female,property-crime,CO,24058
2018,Female,property-crime,CO,24121
2010,Unknown,property-crime,CO,27908
2011,Unknown,property-crime,CO,27959
2012,Unknown,property-crime,CO,24340
2013,Unknown,property-crime,CO,21265
2014,Unknown,property-crime,CO,23503
2015,Unknown,property-crime,CO,35574
2016,Unknown,property-crime,CO,40651
2017,Unknown,property-crime,CO,46234
2018,Unknown,property-crime,CO,42537
2010,Male,aggravated-assault,CT,2011
2011,Male,aggravated-assault,CT,1999
2012,Male,aggravated-assault,CT,2047
2013,Male,aggravated-assault,CT,1832
2014,Male,aggravated-assault,CT,1586
2015,Male,aggravated-assault,CT,1448
2016,Male,aggravated-assault,CT,1840
2017,Male,aggravated-assault,CT,1722
2018,Male,aggravated-assault,CT,1847
2010,Female,aggravated-assault,CT,680
2011,Female,aggravated-assault,CT,728
2012,Female,aggravated-assault,CT,751
2013,Female,aggravated-assault,CT,700
2014,Female,aggravated-assault,CT,545
2015,Female,aggravated-assault,CT,592
2016,Female,aggravated-assault,CT,636
2017,Female,aggravated-assault,CT,642
2018,Female,aggravated-assault,CT,652
2010,Unknown,aggravated-assault,CT,14
2011,Unknown,aggravated-assault,CT,19
2012,Unknown,aggravated-assault,CT,95
2013,Unknown,aggravated-assault,CT,50
2014,Unknown,aggravated-assault,CT,41
2015,Unknown,aggravated-assault,CT,90
2016,Unknown,aggravated-assault,CT,100
2017,Unknown,aggravated-assault,CT,80
2018,Unknown,aggravated-assault,CT,84
2010,Male,burglary,CT,2445
2011,Male,burglary,CT,2501
2012,Male,burglary,CT,2456
2013,Male,burglary,CT,2268
2014,Male,burglary,CT,2195
2015,Male,burglary,CT,1850
2016,Male,burglary,CT,2106
2017,Male,burglary,CT,1848
2018,Male,burglary,CT,1616
2010,Female,burglary,CT,485
2011,Female,burglary,CT,430
2012,Female,burglary,CT,422
2013,Female,burglary,CT,399
2014,Female,burglary,CT,323
2015,Female,burglary,CT,277
2016,Female,burglary,CT,273
2017,Female,burglary,CT,285
2018,Female,burglary,CT,260
2010,Unknown,burglary,CT,265
2011,Unknown,burglary,CT,284
2012,Unknown,burglary,CT,295
2013,Unknown,burglary,CT,232
2014,Unknown,burglary,CT,328
2015,Unknown,burglary,CT,490
2016,Unknown,burglary,CT,568
2017,Unknown,burglary,CT,530
2018,Unknown,burglary,CT,386
2010,Male,larceny,CT,8872
2011,Male,larceny,CT,9119
2012,Male,larceny,CT,9401
2013,Male,larceny,CT,8706
2014,Male,larceny,CT,8862
2015,Male,larceny,CT,8757
2016,Male,larceny,CT,8755
2017,Male,larceny,CT,8472
2018,Male,larceny,CT,7843
2010,Female,larceny,CT,5292
2011,Female,larceny,CT,5509
2012,Female,larceny,CT,5528
2013,Female,larceny,CT,5311
2014,Female,larceny,CT,5555
2015,Female,larceny,CT,5099
2016,Female,larceny,CT,5105
2017,Female,larceny,CT,5185
2018,Female,larceny,CT,5024
2010,Unknown,larceny,CT,847
2011,Unknown,larceny,CT,1037
2012,Unknown,larceny,CT,1119
2013,Unknown,larceny,CT,1053
2014,Unknown,larceny,CT,1045
2015,Unknown,larceny,CT,1699
2016,Unknown,larceny,CT,2196
2017,Unknown,larceny,CT,2105
2018,Unknown,larceny,CT,1746
2010,Male,motor-vehicle-theft,CT,653
2011,Male,motor-vehicle-theft,CT,583
2012,Male,motor-vehicle-theft,CT,560
2013,Male,motor-vehicle-theft,CT,610
2014,Male,motor-vehicle-theft,CT,684
2015,Male,motor-vehicle-theft,CT,758
2016,Male,motor-vehicle-theft,CT,1037
2017,Male,motor-vehicle-theft,CT,1111
2018,Male,motor-vehicle-theft,CT,1058
2010,Female,motor-vehicle-theft,CT,122
2011,Female,motor-vehicle-theft,CT,117
2012,Female,motor-vehicle-theft,CT,111
2013,Female,motor-vehicle-theft,CT,120
2014,Female,motor-vehicle-theft,CT,126
2015,Female,motor-vehicle-theft,CT,151
2016,Female,motor-vehicle-theft,CT,168
2017,Female,motor-vehicle-theft,CT,200
2018,Female,motor-vehicle-theft,CT,200
2010,Unknown,motor-vehicle-theft,CT,60
2011,Unknown,motor-vehicle-theft,CT,57
2012,Unknown,motor-vehicle-theft,CT,75
2013,Unknown,motor-vehicle-theft,CT,96
2014,Unknown,motor-vehicle-theft,CT,98
2015,Unknown,motor-vehicle-theft,CT,226
2016,Unknown,motor-vehicle-theft,CT,383
2017,Unknown,motor-vehicle-theft,CT,403
2018,Unknown,motor-vehicle-theft,CT,368
2010,Male,homicide,CT,43
2011,Male,homicide,CT,55
2012,Male,homicide,CT,45
2013,Male,homicide,CT,44
2014,Male,homicide,CT,33
2015,Male,homicide,CT,39
2016,Male,homicide,CT,39
2017,Male,homicide,CT,46
2018,Male,homicide,CT,48
2010,Female,homicide,CT,4
2011,Female,homicide,CT,3
2012,Female,homicide,CT,5
2013,Female,homicide,CT,4
2014,Female,homicide,CT,7
2015,Female,homicide,CT,5
2016,Female,homicide,CT,6
2017,Female,homicide,CT,3
2018,Female,homicide,CT,3
2010,Unknown,homicide,CT,1
2011,Unknown,homicide,CT,3
2012,Unknown,homicide,CT,2
2013,Unknown,homicide,CT,1
2014,Unknown,homicide,CT,1
2015,Unknown,homicide,CT,6
2016,Unknown,homicide,CT,4
2017,Unknown,homicide,CT,2
2018,Unknown,homicide,CT,2
2010,Male,rape,CT,416
2011,Male,rape,CT,454
2012,Male,rape,CT,443
2013,Male,rape,CT,459
2014,Male,rape,CT,377
2015,Male,rape,CT,377
2016,Male,rape,CT,376
2017,Male,rape,CT,412
2018,Male,rape,CT,474
2010,Female,rape,CT,19
2011,Female,rape,CT,21
2012,Female,rape,CT,14
2013,Female,rape,CT,20
2014,Female,rape,CT,16
2015,Female,rape,CT,20
2016,Female,rape,CT,21
2017,Female,rape,CT,11
2018,Female,rape,CT,11
2010,Unknown,rape,CT,3
2011,Unknown,rape,CT,2
2012,Unknown,rape,CT,7
2013,Unknown,rape,CT,8
2014,Unknown,rape,CT,7
2015,Unknown,rape,CT,16
2016,Unknown,rape,CT,13
2017,Unknown,rape,CT,17
2018,Unknown,rape,CT,14
2010,Male,robbery,CT,1306
2011,Male,robbery,CT,1332
2012,Male,robbery,CT,1305
2013,Male,robbery,CT,1500
2014,Male,robbery,CT,1193
2015,Male,robbery,CT,1056
2016,Male,robbery,CT,1265
2017,Male,robbery,CT,1173
2018,Male,robbery,CT,979
2010,Female,robbery,CT,183
2011,Female,robbery,CT,161
2012,Female,robbery,CT,183
2013,Female,robbery,CT,182
2014,Female,robbery,CT,151
2015,Female,robbery,CT,148
2016,Female,robbery,CT,167
2017,Female,robbery,CT,175
2018,Female,robbery,CT,158
2010,Unknown,robbery,CT,14
2011,Unknown,robbery,CT,56
2012,Unknown,robbery,CT,42
2013,Unknown,robbery,CT,19
2014,Unknown,robbery,CT,85
2015,Unknown,robbery,CT,264
2016,Unknown,robbery,CT,88
2017,Unknown,robbery,CT,154
2018,Unknown,robbery,CT,122
2010,Male,arson,CT,113
2011,Male,arson,CT,112
2012,Male,arson,CT,72
2013,Male,arson,CT,93
2014,Male,arson,CT,95
2015,Male,arson,CT,62
2016,Male,arson,CT,60
2017,Male,arson,CT,57
2018,Male,arson,CT,66
2010,Female,arson,CT,28
2011,Female,arson,CT,15
2012,Female,arson,CT,23
2013,Female,arson,CT,20
2014,Female,arson,CT,16
2015,Female,arson,CT,13
2016,Female,arson,CT,21
2017,Female,arson,CT,20
2018,Female,arson,CT,11
2010,Unknown,arson,CT,3
2011,Unknown,arson,CT,5
2012,Unknown,arson,CT,5
2013,Unknown,arson,CT,1
2014,Unknown,arson,CT,4
2015,Unknown,arson,CT,9
2016,Unknown,arson,CT,4
2017,Unknown,arson,CT,9
2018,Unknown,arson,CT,4
2010,Male,violent-crime,CT,3776
2011,Male,violent-crime,CT,3840
2012,Male,violent-crime,CT,3840
2013,Male,violent-crime,CT,3835
2014,Male,violent-crime,CT,3189
2015,Male,violent-crime,CT,2920
2016,Male,violent-crime,CT,3520
2017,Male,violent-crime,CT,3353
2018,Male,violent-crime,CT,3348
2010,Female,violent-crime,CT,886
2011,Female,violent-crime,CT,913
2012,Female,violent-crime,CT,953
2013,Female,violent-crime,CT,906
2014,Female,violent-crime,CT,719
2015,Female,violent-crime,CT,765
2016,Female,violent-crime,CT,830
2017,Female,violent-crime,CT,831
2018,Female,violent-crime,CT,824
2010,Unknown,violent-crime,CT,32
2011,Unknown,violent-crime,CT,80
2012,Unknown,violent-crime,CT,146
2013,Unknown,violent-crime,CT,78
2014,Unknown,violent-crime,CT,134
2015,Unknown,violent-crime,CT,376
2016,Unknown,violent-crime,CT,205
2017,Unknown,violent-crime,CT,253
2018,Unknown,violent-crime,CT,222
2010,Male,property-crime,CT,12083
2011,Male,property-crime,CT,12315
2012,Male,property-crime,CT,12489
2013,Male,property-crime,CT,11677
2014,Male,property-crime,CT,11836
2015,Male,property-crime,CT,11427
2016,Male,property-crime,CT,11958
2017,Male,property-crime,CT,11488
2018,Male,property-crime,CT,10583
2010,Female,property-crime,CT,5927
2011,Female,property-crime,CT,6071
2012,Female,property-crime,CT,6084
2013,Female,property-crime,CT,5850
2014,Female,property-crime,CT,6020
2015,Female,property-crime,CT,5540
2016,Female,property-crime,CT,5567
2017,Female,property-crime,CT,5690
2018,Female,property-crime,CT,5495
2010,Unknown,property-crime,CT,1175
2011,Unknown,property-crime,CT,1383
2012,Unknown,property-crime,CT,1494
2013,Unknown,property-crime,CT,1382
2014,Unknown,property-crime,CT,1475
2015,Unknown,property-crime,CT,2424
2016,Unknown,property-crime,CT,3151
2017,Unknown,property-crime,CT,3047
2018,Unknown,property-crime,CT,2504
2010,Male,aggravated-assault,DC,169
2011,Male,aggravated-assault,DC,168
2012,Male,aggravated-assault,DC,147
2013,Male,aggravated-assault,DC,149
2014,Male,aggravated-assault,DC,110
2015,Male,aggravated-assault,DC,148
2016,Male,aggravated-assault,DC,195
2017,Male,aggravated-assault,DC,128
2018,Male,aggravated-assault,DC,136
2010,Female,aggravated-assault,DC,40
2011,Female,aggravated-assault,DC,22
2012,Female,aggravated-assault,DC,35
2013,Female,aggravated-assault,DC,47
2014,Female,aggravated-assault,DC,35
2015,Female,aggravated-assault,DC,37
2016,Female,aggravated-assault,DC,84
2017,Female,aggravated-assault,DC,36
2018,Female,aggravated-assault,DC,56
2010,Unknown,aggravated-assault,DC,0
2011,Unknown,aggravated-assault,DC,8
2012,Unknown,aggravated-assault,DC,6
2013,Unknown,aggravated-assault,DC,4
2014,Unknown,aggravated-assault,DC,7
2015,Unknown,aggravated-assault,DC,0
2016,Unknown,aggravated-assault,DC,3
2017,Unknown,aggravated-assault,DC,4
2018,Unknown,aggravated-assault,DC,1
2010,Male,burglary,DC,7
2011,Male,burglary,DC,0
2013,Male,burglary,DC,0
2014,Male,burglary,DC,1
2016,Male,burglary,DC,0
2017,Male,burglary,DC,1
2018,Male,burglary,DC,4
2010,Female,burglary,DC,0
2011,Female,burglary,DC,0
2013,Female,burglary,DC,0
2014,Female,burglary,DC,0
2016,Female,burglary,DC,0
2017,Female,burglary,DC,0
2018,Female,burglary,DC,0
2010,Unknown,burglary,DC,0
2011,Unknown,burglary,DC,0
2013,Unknown,burglary,DC,0
2014,Unknown,burglary,DC,0
2016,Unknown,burglary,DC,0
2017,Unknown,burglary,DC,0
2018,Unknown,burglary,DC,3
2010,Male,larceny,DC,810
2011,Male,larceny,DC,722
2012,Male,larceny,DC,792
2013,Male,larceny,DC,999
2014,Male,larceny,DC,600
2015,Male,larceny,DC,565
2016,Male,larceny,DC,532
2017,Male,larceny,DC,433
2018,Male,larceny,DC,413
2010,Female,larceny,DC,51
2011,Female,larceny,DC,64
2012,Female,larceny,DC,59
2013,Female,larceny,DC,78
2014,Female,larceny,DC,58
2015,Female,larceny,DC,51
2016,Female,larceny,DC,88
2017,Female,larceny,DC,77
2018,Female,larceny,DC,42
2010,Unknown,larceny,DC,3
2011,Unknown,larceny,DC,4
2012,Unknown,larceny,DC,13
2013,Unknown,larceny,DC,19
2014,Unknown,larceny,DC,10
2015,Unknown,larceny,DC,8
2016,Unknown,larceny,DC,130
2017,Unknown,larceny,DC,186
2018,Unknown,larceny,DC,65
2010,Male,motor-vehicle-theft,DC,44
2011,Male,motor-vehicle-theft,DC,15
2012,Male,motor-vehicle-theft,DC,13
2013,Male,motor-vehicle-theft,DC,15
2014,Male,motor-vehicle-theft,DC,15
2015,Male,motor-vehicle-theft,DC,17
2016,Male,motor-vehicle-theft,DC,19
2017,Male,motor-vehicle-theft,DC,18
2018,Male,motor-vehicle-theft,DC,12
2010,Female,motor-vehicle-theft,DC,2
2011,Female,motor-vehicle-theft,DC,2
2012,Female,motor-vehicle-theft,DC,2
2013,Female,motor-vehicle-theft,DC,1
2014,Female,motor-vehicle-theft,DC,1
2015,Female,motor-vehicle-theft,DC,0
2016,Female,motor-vehicle-theft,DC,4
2017,Female,motor-vehicle-theft,DC,7
2018,Female,motor-vehicle-theft,DC,0
2010,Unknown,motor-vehicle-theft,DC,0
2011,Unknown,motor-vehicle-theft,DC,0
2012,Unknown,motor-vehicle-theft,DC,0
2013,Unknown,motor-vehicle-theft,DC,2
2014,Unknown,motor-vehicle-theft,DC,0
2015,Unknown,motor-vehicle-theft,DC,0
2016,Unknown,motor-vehicle-theft,DC,14
2017,Unknown,motor-vehicle-theft,DC,4
2018,Unknown,motor-vehicle-theft,DC,5
2016,Male,homicide,DC,1
2016,Female,homicide,DC,0
2016,Unknown,homicide,DC,0
2010,Male,rape,DC,7
2011,Male,rape,DC,2
2013,Male,rape,DC,1
2014,Male,rape,DC,2
2016,Male,rape,DC,6
2018,Male,rape,DC,4
2012,Male,rape,DC,1
2017,Male,rape,DC,1
2010,Female,rape,DC,0
2011,Female,rape,DC,0
2013,Female,rape,DC,1
2014,Female,rape,DC,0
2016,Female,rape,DC,0
2018,Female,rape,DC,0
2012,Female,rape,DC,0
2017,Female,rape,DC,0
2010,Unknown,rape,DC,0
2011,Unknown,rape,DC,0
2013,Unknown,rape,DC,0
2014,Unknown,rape,DC,0
2016,Unknown,rape,DC,0
2018,Unknown,rape,DC,0
2012,Unknown,rape,DC,0
2017,Unknown,rape,DC,0
2010,Male,robbery,DC,860
2011,Male,robbery,DC,650
2012,Male,robbery,DC,614
2013,Male,robbery,DC,776
2014,Male,robbery,DC,505
2015,Male,robbery,DC,624
2016,Male,robbery,DC,692
2017,Male,robbery,DC,636
2018,Male,robbery,DC,479
2010,Female,robbery,DC,98
2011,Female,robbery,DC,93
2012,Female,robbery,DC,76
2013,Female,robbery,DC,126
2014,Female,robbery,DC,80
2015,Female,robbery,DC,118
2016,Female,robbery,DC,131
2017,Female,robbery,DC,102
2018,Female,robbery,DC,101
2010,Unknown,robbery,DC,2
2011,Unknown,robbery,DC,3
2012,Unknown,robbery,DC,3
2013,Unknown,robbery,DC,0
2014,Unknown,robbery,DC,11
2015,Unknown,robbery,DC,14
2016,Unknown,robbery,DC,13
2017,Unknown,robbery,DC,28
2018,Unknown,robbery,DC,15
2012,Male,arson,DC,0
2013,Male,arson,DC,1
2014,Male,arson,DC,3
2015,Male,arson,DC,1
2016,Male,arson,DC,4
2018,Male,arson,DC,3
2012,Female,arson,DC,0
2013,Female,arson,DC,0
2014,Female,arson,DC,0
2015,Female,arson,DC,0
2016,Female,arson,DC,0
2018,Female,arson,DC,0
2012,Unknown,arson,DC,0
2013,Unknown,arson,DC,0
2014,Unknown,arson,DC,0
2015,Unknown,arson,DC,0
2016,Unknown,arson,DC,1
