state,year,race,offense,offenders
MA,2016,Black or African American,rape,252
MA,2017,Black or African American,rape,285
MA,2018,Black or African American,rape,298
MA,2010,American Indian or Alaska Native,rape,2
MA,2011,American Indian or Alaska Native,rape,0
MA,2012,American Indian or Alaska Native,rape,3
MA,2013,American Indian or Alaska Native,rape,3
MA,2014,American Indian or Alaska Native,rape,0
MA,2015,American Indian or Alaska Native,rape,3
MA,2016,American Indian or Alaska Native,rape,4
MA,2017,American Indian or Alaska Native,rape,0
MA,2018,American Indian or Alaska Native,rape,0
MA,2010,White,rape,1107
MA,2011,White,rape,973
MA,2012,White,rape,1002
MA,2013,White,rape,1018
MA,2014,White,rape,989
MA,2015,White,rape,996
MA,2016,White,rape,977
MA,2017,White,rape,996
MA,2018,White,rape,1123
MA,2010,Unknown,rape,130
MA,2011,Unknown,rape,105
MA,2012,Unknown,rape,117
MA,2013,Unknown,rape,85
MA,2014,Unknown,rape,97
MA,2015,Unknown,rape,104
MA,2016,Unknown,rape,128
MA,2017,Unknown,rape,129
MA,2018,Unknown,rape,162
MA,2010,Asian,robbery,44
MA,2011,Asian,robbery,38
MA,2012,Asian,robbery,36
MA,2013,Asian,robbery,54
MA,2014,Asian,robbery,47
MA,2015,Asian,robbery,29
MA,2016,Asian,robbery,24
MA,2017,Asian,robbery,20
MA,2018,Asian,robbery,38
MA,2010,Native Hawaiian,robbery,0
MA,2011,Native Hawaiian,robbery,0
MA,2012,Native Hawaiian,robbery,0
MA,2013,Native Hawaiian,robbery,0
MA,2014,Native Hawaiian,robbery,0
MA,2015,Native Hawaiian,robbery,0
MA,2016,Native Hawaiian,robbery,0
MA,2017,Native Hawaiian,robbery,0
MA,2018,Native Hawaiian,robbery,0
MA,2010,Black or African American,robbery,790
MA,2011,Black or African American,robbery,794
MA,2012,Black or African American,robbery,870
MA,2013,Black or African American,robbery,782
MA,2014,Black or African American,robbery,833
MA,2015,Black or African American,robbery,750
MA,2016,Black or African American,robbery,913
MA,2017,Black or African American,robbery,879
MA,2018,Black or African American,robbery,837
MA,2010,American Indian or Alaska Native,robbery,5
MA,2011,American Indian or Alaska Native,robbery,5
MA,2012,American Indian or Alaska Native,robbery,4
MA,2013,American Indian or Alaska Native,robbery,5
MA,2014,American Indian or Alaska Native,robbery,2
MA,2015,American Indian or Alaska Native,robbery,2
MA,2016,American Indian or Alaska Native,robbery,4
MA,2017,American Indian or Alaska Native,robbery,0
MA,2018,American Indian or Alaska Native,robbery,3
MA,2010,White,robbery,2068
MA,2011,White,robbery,2019
MA,2012,White,robbery,1881
MA,2013,White,robbery,1955
MA,2014,White,robbery,1661
MA,2015,White,robbery,1537
MA,2016,White,robbery,1841
MA,2017,White,robbery,1621
MA,2018,White,robbery,1440
MA,2010,Unknown,robbery,315
MA,2011,Unknown,robbery,296
MA,2012,Unknown,robbery,277
MA,2013,Unknown,robbery,243
MA,2014,Unknown,robbery,249
MA,2015,Unknown,robbery,272
MA,2016,Unknown,robbery,293
MA,2017,Unknown,robbery,249
MA,2018,Unknown,robbery,203
MA,2010,Asian,arson,2
MA,2011,Asian,arson,3
MA,2012,Asian,arson,1
MA,2013,Asian,arson,2
MA,2014,Asian,arson,3
MA,2015,Asian,arson,5
MA,2016,Asian,arson,5
MA,2017,Asian,arson,7
MA,2018,Asian,arson,7
MA,2010,Native Hawaiian,arson,0
MA,2011,Native Hawaiian,arson,0
MA,2012,Native Hawaiian,arson,0
MA,2013,Native Hawaiian,arson,0
MA,2014,Native Hawaiian,arson,0
MA,2015,Native Hawaiian,arson,0
MA,2016,Native Hawaiian,arson,0
MA,2017,Native Hawaiian,arson,0
MA,2018,Native Hawaiian,arson,0
MA,2010,Black or African American,arson,49
MA,2011,Black or African American,arson,35
MA,2012,Black or African American,arson,61
MA,2013,Black or African American,arson,38
MA,2014,Black or African American,arson,24
MA,2015,Black or African American,arson,41
MA,2016,Black or African American,arson,50
MA,2017,Black or African American,arson,55
MA,2018,Black or African American,arson,28
MA,2010,American Indian or Alaska Native,arson,0
MA,2011,American Indian or Alaska Native,arson,1
MA,2012,American Indian or Alaska Native,arson,0
MA,2013,American Indian or Alaska Native,arson,0
MA,2014,American Indian or Alaska Native,arson,0
MA,2015,American Indian or Alaska Native,arson,0
MA,2016,American Indian or Alaska Native,arson,0
MA,2017,American Indian or Alaska Native,arson,0
MA,2018,American Indian or Alaska Native,arson,2
MA,2010,White,arson,341
MA,2011,White,arson,223
MA,2012,White,arson,273
MA,2013,White,arson,252
MA,2014,White,arson,215
MA,2015,White,arson,165
MA,2016,White,arson,188
MA,2017,White,arson,179
MA,2018,White,arson,140
MA,2010,Unknown,arson,21
MA,2011,Unknown,arson,20
MA,2012,Unknown,arson,25
MA,2013,Unknown,arson,23
MA,2014,Unknown,arson,19
MA,2015,Unknown,arson,19
MA,2016,Unknown,arson,31
MA,2017,Unknown,arson,26
MA,2018,Unknown,arson,22
MA,2010,Asian,violent-crime,341
MA,2011,Asian,violent-crime,333
MA,2012,Asian,violent-crime,265
MA,2013,Asian,violent-crime,245
MA,2014,Asian,violent-crime,262
MA,2015,Asian,violent-crime,248
MA,2016,Asian,violent-crime,202
MA,2017,Asian,violent-crime,203
MA,2018,Asian,violent-crime,219
MA,2010,Native Hawaiian,violent-crime,0
MA,2011,Native Hawaiian,violent-crime,0
MA,2012,Native Hawaiian,violent-crime,0
MA,2013,Native Hawaiian,violent-crime,0
MA,2014,Native Hawaiian,violent-crime,0
MA,2015,Native Hawaiian,violent-crime,0
MA,2016,Native Hawaiian,violent-crime,0
MA,2017,Native Hawaiian,violent-crime,0
MA,2018,Native Hawaiian,violent-crime,0
MA,2010,Black or African American,violent-crime,3874
MA,2011,Black or African American,violent-crime,3652
MA,2012,Black or African American,violent-crime,3544
MA,2013,Black or African American,violent-crime,3546
MA,2014,Black or African American,violent-crime,3627
MA,2015,Black or African American,violent-crime,3643
MA,2016,Black or African American,violent-crime,3834
MA,2017,Black or African American,violent-crime,3777
MA,2018,Black or African American,violent-crime,3646
MA,2010,American Indian or Alaska Native,violent-crime,41
MA,2011,American Indian or Alaska Native,violent-crime,34
MA,2012,American Indian or Alaska Native,violent-crime,18
MA,2013,American Indian or Alaska Native,violent-crime,28
MA,2014,American Indian or Alaska Native,violent-crime,18
MA,2015,American Indian or Alaska Native,violent-crime,20
MA,2016,American Indian or Alaska Native,violent-crime,20
MA,2017,American Indian or Alaska Native,violent-crime,10
MA,2018,American Indian or Alaska Native,violent-crime,17
MA,2010,White,violent-crime,14139
MA,2011,White,violent-crime,12789
MA,2012,White,violent-crime,12153
MA,2013,White,violent-crime,12158
MA,2014,White,violent-crime,11923
MA,2015,White,violent-crime,12086
MA,2016,White,violent-crime,12114
MA,2017,White,violent-crime,11385
MA,2018,White,violent-crime,11043
MA,2010,Unknown,violent-crime,1477
MA,2011,Unknown,violent-crime,1187
MA,2012,Unknown,violent-crime,1045
MA,2013,Unknown,violent-crime,1039
MA,2014,Unknown,violent-crime,1099
MA,2015,Unknown,violent-crime,1054
MA,2016,Unknown,violent-crime,1158
MA,2017,Unknown,violent-crime,982
MA,2018,Unknown,violent-crime,984
MA,2010,Asian,property-crime,532
MA,2011,Asian,property-crime,564
MA,2012,Asian,property-crime,502
MA,2013,Asian,property-crime,424
MA,2014,Asian,property-crime,389
MA,2015,Asian,property-crime,375
MA,2016,Asian,property-crime,445
MA,2017,Asian,property-crime,384
MA,2018,Asian,property-crime,316
MA,2010,Native Hawaiian,property-crime,0
MA,2011,Native Hawaiian,property-crime,0
MA,2012,Native Hawaiian,property-crime,0
MA,2013,Native Hawaiian,property-crime,0
MA,2014,Native Hawaiian,property-crime,0
MA,2015,Native Hawaiian,property-crime,0
MA,2016,Native Hawaiian,property-crime,0
MA,2017,Native Hawaiian,property-crime,0
MA,2018,Native Hawaiian,property-crime,0
MA,2010,Black or African American,property-crime,5939
MA,2011,Black or African American,property-crime,6209
MA,2012,Black or African American,property-crime,6312
MA,2013,Black or African American,property-crime,6212
MA,2014,Black or African American,property-crime,6078
MA,2015,Black or African American,property-crime,5789
MA,2016,Black or African American,property-crime,6025
MA,2017,Black or African American,property-crime,5805
MA,2018,Black or African American,property-crime,5337
MA,2010,American Indian or Alaska Native,property-crime,66
MA,2011,American Indian or Alaska Native,property-crime,48
MA,2012,American Indian or Alaska Native,property-crime,43
MA,2013,American Indian or Alaska Native,property-crime,36
MA,2014,American Indian or Alaska Native,property-crime,41
MA,2015,American Indian or Alaska Native,property-crime,30
MA,2016,American Indian or Alaska Native,property-crime,34
MA,2017,American Indian or Alaska Native,property-crime,30
MA,2018,American Indian or Alaska Native,property-crime,24
MA,2010,White,property-crime,36230
MA,2011,White,property-crime,36852
MA,2012,White,property-crime,36565
MA,2013,White,property-crime,36130
MA,2014,White,property-crime,33380
MA,2015,White,property-crime,30157
MA,2016,White,property-crime,28172
MA,2017,White,property-crime,26144
MA,2018,White,property-crime,23105
MA,2010,Unknown,property-crime,5077
MA,2011,Unknown,property-crime,4867
MA,2012,Unknown,property-crime,4386
MA,2013,Unknown,property-crime,4283
MA,2014,Unknown,property-crime,4244
MA,2015,Unknown,property-crime,4963
MA,2016,Unknown,property-crime,5558
MA,2017,Unknown,property-crime,5484
MA,2018,Unknown,property-crime,4672
MD,2016,Asian,aggravated-assault,0
MD,2017,Asian,aggravated-assault,15
MD,2018,Asian,aggravated-assault,15
MD,2016,Native Hawaiian,aggravated-assault,0
MD,2017,Native Hawaiian,aggravated-assault,0
MD,2018,Native Hawaiian,aggravated-assault,0
MD,2016,Black or African American,aggravated-assault,1
MD,2017,Black or African American,aggravated-assault,356
MD,2018,Black or African American,aggravated-assault,357
MD,2016,American Indian or Alaska Native,aggravated-assault,0
MD,2017,American Indian or Alaska Native,aggravated-assault,1
MD,2018,American Indian or Alaska Native,aggravated-assault,2
MD,2016,White,aggravated-assault,9
MD,2017,White,aggravated-assault,250
MD,2018,White,aggravated-assault,293
MD,2016,Unknown,aggravated-assault,0
MD,2017,Unknown,aggravated-assault,52
MD,2018,Unknown,aggravated-assault,55
MD,2016,Asian,burglary,0
MD,2017,Asian,burglary,12
MD,2018,Asian,burglary,13
MD,2016,Native Hawaiian,burglary,0
MD,2017,Native Hawaiian,burglary,0
MD,2018,Native Hawaiian,burglary,0
MD,2016,Black or African American,burglary,22
MD,2017,Black or African American,burglary,753
MD,2018,Black or African American,burglary,601
MD,2016,American Indian or Alaska Native,burglary,0
MD,2017,American Indian or Alaska Native,burglary,1
MD,2018,American Indian or Alaska Native,burglary,0
MD,2016,White,burglary,40
MD,2017,White,burglary,486
MD,2018,White,burglary,447
MD,2016,Unknown,burglary,29
MD,2017,Unknown,burglary,640
MD,2018,Unknown,burglary,562
MD,2016,Asian,larceny,4
MD,2017,Asian,larceny,91
MD,2018,Asian,larceny,150
MD,2016,Native Hawaiian,larceny,0
MD,2017,Native Hawaiian,larceny,0
MD,2018,Native Hawaiian,larceny,0
MD,2016,Black or African American,larceny,65
MD,2017,Black or African American,larceny,4351
MD,2018,Black or African American,larceny,4491
MD,2016,American Indian or Alaska Native,larceny,0
MD,2017,American Indian or Alaska Native,larceny,6
MD,2018,American Indian or Alaska Native,larceny,3
MD,2016,White,larceny,40
MD,2017,White,larceny,1803
MD,2018,White,larceny,1940
MD,2016,Unknown,larceny,52
MD,2017,Unknown,larceny,2030
MD,2018,Unknown,larceny,2085
MD,2016,Asian,motor-vehicle-theft,0
MD,2017,Asian,motor-vehicle-theft,6
MD,2018,Asian,motor-vehicle-theft,3
MD,2016,Native Hawaiian,motor-vehicle-theft,0
MD,2017,Native Hawaiian,motor-vehicle-theft,0
MD,2018,Native Hawaiian,motor-vehicle-theft,0
MD,2016,Black or African American,motor-vehicle-theft,9
MD,2017,Black or African American,motor-vehicle-theft,236
MD,2018,Black or African American,motor-vehicle-theft,200
MD,2016,American Indian or Alaska Native,motor-vehicle-theft,1
MD,2017,American Indian or Alaska Native,motor-vehicle-theft,0
MD,2018,American Indian or Alaska Native,motor-vehicle-theft,0
MD,2016,White,motor-vehicle-theft,2
MD,2017,White,motor-vehicle-theft,153
MD,2018,White,motor-vehicle-theft,100
MD,2016,Unknown,motor-vehicle-theft,3
MD,2017,Unknown,motor-vehicle-theft,233
MD,2018,Unknown,motor-vehicle-theft,210
MD,2017,Asian,homicide,0
MD,2018,Asian,homicide,1
MD,2017,Native Hawaiian,homicide,0
MD,2018,Native Hawaiian,homicide,0
MD,2017,Black or African American,homicide,13
MD,2018,Black or African American,homicide,7
MD,2017,American Indian or Alaska Native,homicide,0
MD,2018,American Indian or Alaska Native,homicide,0
MD,2017,White,homicide,21
MD,2018,White,homicide,7
MD,2017,Unknown,homicide,8
MD,2018,Unknown,homicide,5
MD,2016,Asian,rape,2
MD,2017,Asian,rape,6
MD,2018,Asian,rape,5
MD,2016,Native Hawaiian,rape,0
MD,2017,Native Hawaiian,rape,0
MD,2018,Native Hawaiian,rape,0
MD,2016,Black or African American,rape,8
MD,2017,Black or African American,rape,129
MD,2018,Black or African American,rape,165
MD,2016,American Indian or Alaska Native,rape,0
MD,2017,American Indian or Alaska Native,rape,0
MD,2018,American Indian or Alaska Native,rape,2
MD,2016,White,rape,25
MD,2017,White,rape,172
MD,2018,White,rape,199
MD,2016,Unknown,rape,1
MD,2017,Unknown,rape,29
MD,2018,Unknown,rape,47
MD,2016,Asian,robbery,0
MD,2017,Asian,robbery,3
MD,2018,Asian,robbery,1
MD,2016,Native Hawaiian,robbery,0
MD,2017,Native Hawaiian,robbery,0
MD,2018,Native Hawaiian,robbery,0
MD,2016,Black or African American,robbery,15
MD,2017,Black or African American,robbery,1140
MD,2018,Black or African American,robbery,932
MD,2016,American Indian or Alaska Native,robbery,0
MD,2017,American Indian or Alaska Native,robbery,0
MD,2018,American Indian or Alaska Native,robbery,0
MD,2016,White,robbery,4
MD,2017,White,robbery,304
MD,2018,White,robbery,299
MD,2016,Unknown,robbery,0
MD,2017,Unknown,robbery,102
MD,2018,Unknown,robbery,91
MD,2017,Asian,arson,0
MD,2018,Asian,arson,0
MD,2017,Native Hawaiian,arson,0
MD,2018,Native Hawaiian,arson,0
MD,2017,Black or African American,arson,8
MD,2018,Black or African American,arson,4
MD,2017,American Indian or Alaska Native,arson,0
MD,2018,American Indian or Alaska Native,arson,0
MD,2017,White,arson,10
MD,2018,White,arson,2
MD,2017,Unknown,arson,5
MD,2018,Unknown,arson,2
MD,2016,Asian,violent-crime,2
MD,2017,Asian,violent-crime,24
MD,2018,Asian,violent-crime,22
MD,2016,Native Hawaiian,violent-crime,0
MD,2017,Native Hawaiian,violent-crime,0
MD,2018,Native Hawaiian,violent-crime,0
MD,2016,Black or African American,violent-crime,24
MD,2017,Black or African American,violent-crime,1638
MD,2018,Black or African American,violent-crime,1461
MD,2016,American Indian or Alaska Native,violent-crime,0
MD,2017,American Indian or Alaska Native,violent-crime,1
MD,2018,American Indian or Alaska Native,violent-crime,4
MD,2016,White,violent-crime,38
MD,2017,White,violent-crime,747
MD,2018,White,violent-crime,798
MD,2016,Unknown,violent-crime,1
MD,2017,Unknown,violent-crime,191
MD,2018,Unknown,violent-crime,198
MD,2016,Asian,property-crime,4
MD,2017,Asian,property-crime,109
MD,2018,Asian,property-crime,166
MD,2016,Native Hawaiian,property-crime,0
MD,2017,Native Hawaiian,property-crime,0
MD,2018,Native Hawaiian,property-crime,0
MD,2016,Black or African American,property-crime,96
MD,2017,Black or African American,property-crime,5348
MD,2018,Black or African American,property-crime,5296
MD,2016,American Indian or Alaska Native,property-crime,1
MD,2017,American Indian or Alaska Native,property-crime,7
MD,2018,American Indian or Alaska Native,property-crime,3
MD,2016,White,property-crime,82
MD,2017,White,property-crime,2452
MD,2018,White,property-crime,2489
MD,2016,Unknown,property-crime,84
MD,2017,Unknown,property-crime,2908
MD,2018,Unknown,property-crime,2859
ME,2010,Asian,aggravated-assault,3
ME,2011,Asian,aggravated-assault,0
ME,2012,Asian,aggravated-assault,0
ME,2013,Asian,aggravated-assault,2
ME,2014,Asian,aggravated-assault,1
ME,2015,Asian,aggravated-assault,1
ME,2016,Asian,aggravated-assault,0
ME,2017,Asian,aggravated-assault,1
ME,2018,Asian,aggravated-assault,0
ME,2010,Native Hawaiian,aggravated-assault,0
ME,2011,Native Hawaiian,aggravated-assault,0
ME,2012,Native Hawaiian,aggravated-assault,0
ME,2013,Native Hawaiian,aggravated-assault,0
ME,2014,Native Hawaiian,aggravated-assault,0
ME,2015,Native Hawaiian,aggravated-assault,0
ME,2016,Native Hawaiian,aggravated-assault,0
ME,2017,Native Hawaiian,aggravated-assault,0
ME,2018,Native Hawaiian,aggravated-assault,0
ME,2010,Black or African American,aggravated-assault,27
ME,2011,Black or African American,aggravated-assault,29
ME,2012,Black or African American,aggravated-assault,23
ME,2013,Black or African American,aggravated-assault,38
ME,2014,Black or African American,aggravated-assault,38
ME,2015,Black or African American,aggravated-assault,20
ME,2016,Black or African American,aggravated-assault,51
ME,2017,Black or African American,aggravated-assault,52
ME,2018,Black or African American,aggravated-assault,44
ME,2010,American Indian or Alaska Native,aggravated-assault,0
ME,2011,American Indian or Alaska Native,aggravated-assault,1
ME,2012,American Indian or Alaska Native,aggravated-assault,0
ME,2013,American Indian or Alaska Native,aggravated-assault,0
ME,2014,American Indian or Alaska Native,aggravated-assault,2
ME,2015,American Indian or Alaska Native,aggravated-assault,0
ME,2016,American Indian or Alaska Native,aggravated-assault,0
ME,2017,American Indian or Alaska Native,aggravated-assault,1
ME,2018,American Indian or Alaska Native,aggravated-assault,0
ME,2010,White,aggravated-assault,145
ME,2011,White,aggravated-assault,187
ME,2012,White,aggravated-assault,134
ME,2013,White,aggravated-assault,161
ME,2014,White,aggravated-assault,157
ME,2015,White,aggravated-assault,186
ME,2016,White,aggravated-assault,226
ME,2017,White,aggravated-assault,244
ME,2018,White,aggravated-assault,253
ME,2010,Unknown,aggravated-assault,1
ME,2011,Unknown,aggravated-assault,2
ME,2012,Unknown,aggravated-assault,1
ME,2013,Unknown,aggravated-assault,0
ME,2014,Unknown,aggravated-assault,3
ME,2015,Unknown,aggravated-assault,0
ME,2016,Unknown,aggravated-assault,0
ME,2017,Unknown,aggravated-assault,2
ME,2018,Unknown,aggravated-assault,1
ME,2010,Asian,burglary,4
ME,2011,Asian,burglary,1
ME,2012,Asian,burglary,1
ME,2013,Asian,burglary,3
ME,2014,Asian,burglary,0
ME,2015,Asian,burglary,1
ME,2016,Asian,burglary,1
ME,2017,Asian,burglary,5
ME,2018,Asian,burglary,1
ME,2010,Native Hawaiian,burglary,0
ME,2011,Native Hawaiian,burglary,0
ME,2012,Native Hawaiian,burglary,0
ME,2013,Native Hawaiian,burglary,0
ME,2014,Native Hawaiian,burglary,0
ME,2015,Native Hawaiian,burglary,0
ME,2016,Native Hawaiian,burglary,0
ME,2017,Native Hawaiian,burglary,0
ME,2018,Native Hawaiian,burglary,0
ME,2010,Black or African American,burglary,36
ME,2011,Black or African American,burglary,30
ME,2012,Black or African American,burglary,62
ME,2013,Black or African American,burglary,91
ME,2014,Black or African American,burglary,45
ME,2015,Black or African American,burglary,36
ME,2016,Black or African American,burglary,33
ME,2017,Black or African American,burglary,44
ME,2018,Black or African American,burglary,25
ME,2010,American Indian or Alaska Native,burglary,1
ME,2011,American Indian or Alaska Native,burglary,0
ME,2012,American Indian or Alaska Native,burglary,2
ME,2013,American Indian or Alaska Native,burglary,2
ME,2014,American Indian or Alaska Native,burglary,0
ME,2015,American Indian or Alaska Native,burglary,0
ME,2016,American Indian or Alaska Native,burglary,2
ME,2017,American Indian or Alaska Native,burglary,0
ME,2018,American Indian or Alaska Native,burglary,0
ME,2010,White,burglary,619
ME,2011,White,burglary,747
ME,2012,White,burglary,653
ME,2013,White,burglary,648
ME,2014,White,burglary,499
ME,2015,White,burglary,527
ME,2016,White,burglary,437
ME,2017,White,burglary,437
ME,2018,White,burglary,368
ME,2010,Unknown,burglary,13
ME,2011,Unknown,burglary,16
ME,2012,Unknown,burglary,36
ME,2013,Unknown,burglary,12
ME,2014,Unknown,burglary,15
ME,2015,Unknown,burglary,8
ME,2016,Unknown,burglary,10
ME,2017,Unknown,burglary,8
ME,2018,Unknown,burglary,5
ME,2010,Asian,larceny,21
ME,2011,Asian,larceny,21
ME,2012,Asian,larceny,13
ME,2013,Asian,larceny,16
ME,2014,Asian,larceny,24
ME,2015,Asian,larceny,22
ME,2016,Asian,larceny,23
ME,2017,Asian,larceny,25
ME,2018,Asian,larceny,23
ME,2010,Native Hawaiian,larceny,0
ME,2011,Native Hawaiian,larceny,0
ME,2012,Native Hawaiian,larceny,0
ME,2013,Native Hawaiian,larceny,0
ME,2014,Native Hawaiian,larceny,0
ME,2015,Native Hawaiian,larceny,0
ME,2016,Native Hawaiian,larceny,0
ME,2017,Native Hawaiian,larceny,0
ME,2018,Native Hawaiian,larceny,0
ME,2010,Black or African American,larceny,175
ME,2011,Black or African American,larceny,182
ME,2012,Black or African American,larceny,243
ME,2013,Black or African American,larceny,207
ME,2014,Black or African American,larceny,209
ME,2015,Black or African American,larceny,171
ME,2016,Black or African American,larceny,216
ME,2017,Black or African American,larceny,236
ME,2018,Black or African American,larceny,251
ME,2010,American Indian or Alaska Native,larceny,8
ME,2011,American Indian or Alaska Native,larceny,3
ME,2012,American Indian or Alaska Native,larceny,7
ME,2013,American Indian or Alaska Native,larceny,5
ME,2014,American Indian or Alaska Native,larceny,2
ME,2015,American Indian or Alaska Native,larceny,12
ME,2016,American Indian or Alaska Native,larceny,11
ME,2017,American Indian or Alaska Native,larceny,11
ME,2018,American Indian or Alaska Native,larceny,3
ME,2010,White,larceny,2986
ME,2011,White,larceny,3111
ME,2012,White,larceny,3672
ME,2013,White,larceny,3700
ME,2014,White,larceny,3446
ME,2015,White,larceny,3129
ME,2016,White,larceny,3187
ME,2017,White,larceny,3048
ME,2018,White,larceny,3190
ME,2010,Unknown,larceny,77
ME,2011,Unknown,larceny,86
ME,2012,Unknown,larceny,75
ME,2013,Unknown,larceny,60
ME,2014,Unknown,larceny,33
ME,2015,Unknown,larceny,41
ME,2016,Unknown,larceny,56
ME,2017,Unknown,larceny,57
ME,2018,Unknown,larceny,39
ME,2010,Asian,motor-vehicle-theft,0
ME,2011,Asian,motor-vehicle-theft,1
ME,2012,Asian,motor-vehicle-theft,0
ME,2013,Asian,motor-vehicle-theft,0
ME,2014,Asian,motor-vehicle-theft,0
ME,2015,Asian,motor-vehicle-theft,0
ME,2016,Asian,motor-vehicle-theft,0
ME,2017,Asian,motor-vehicle-theft,1
ME,2018,Asian,motor-vehicle-theft,0
ME,2010,Native Hawaiian,motor-vehicle-theft,0
ME,2011,Native Hawaiian,motor-vehicle-theft,0
ME,2012,Native Hawaiian,motor-vehicle-theft,0
ME,2013,Native Hawaiian,motor-vehicle-theft,0
ME,2014,Native Hawaiian,motor-vehicle-theft,0
ME,2015,Native Hawaiian,motor-vehicle-theft,0
ME,2016,Native Hawaiian,motor-vehicle-theft,0
ME,2017,Native Hawaiian,motor-vehicle-theft,0
ME,2018,Native Hawaiian,motor-vehicle-theft,0
ME,2010,Black or African American,motor-vehicle-theft,8
ME,2011,Black or African American,motor-vehicle-theft,4
ME,2012,Black or African American,motor-vehicle-theft,16
ME,2013,Black or African American,motor-vehicle-theft,22
ME,2014,Black or African American,motor-vehicle-theft,21
ME,2015,Black or African American,motor-vehicle-theft,6
ME,2016,Black or African American,motor-vehicle-theft,19
ME,2017,Black or African American,motor-vehicle-theft,12
ME,2018,Black or African American,motor-vehicle-theft,8
ME,2010,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2011,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2012,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2013,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2014,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2015,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2016,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2017,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2018,American Indian or Alaska Native,motor-vehicle-theft,0
ME,2010,White,motor-vehicle-theft,103
ME,2011,White,motor-vehicle-theft,123
ME,2012,White,motor-vehicle-theft,132
ME,2013,White,motor-vehicle-theft,175
ME,2014,White,motor-vehicle-theft,130
ME,2015,White,motor-vehicle-theft,132
ME,2016,White,motor-vehicle-theft,150
ME,2017,White,motor-vehicle-theft,148
ME,2018,White,motor-vehicle-theft,157
ME,2010,Unknown,motor-vehicle-theft,1
ME,2011,Unknown,motor-vehicle-theft,3
ME,2012,Unknown,motor-vehicle-theft,2
ME,2013,Unknown,motor-vehicle-theft,1
ME,2014,Unknown,motor-vehicle-theft,4
ME,2015,Unknown,motor-vehicle-theft,3
ME,2016,Unknown,motor-vehicle-theft,3
ME,2017,Unknown,motor-vehicle-theft,4
ME,2018,Unknown,motor-vehicle-theft,1
ME,2010,Asian,homicide,0
ME,2011,Asian,homicide,0
ME,2012,Asian,homicide,0
ME,2013,Asian,homicide,0
ME,2014,Asian,homicide,0
ME,2015,Asian,homicide,0
ME,2016,Asian,homicide,0
ME,2017,Asian,homicide,0
ME,2018,Asian,homicide,0
ME,2010,Native Hawaiian,homicide,0
ME,2011,Native Hawaiian,homicide,0
ME,2012,Native Hawaiian,homicide,0
ME,2013,Native Hawaiian,homicide,0
ME,2014,Native Hawaiian,homicide,0
ME,2015,Native Hawaiian,homicide,0
ME,2016,Native Hawaiian,homicide,0
ME,2017,Native Hawaiian,homicide,0
ME,2018,Native Hawaiian,homicide,0
ME,2010,Black or African American,homicide,2
ME,2011,Black or African American,homicide,1
ME,2012,Black or African American,homicide,1
ME,2013,Black or African American,homicide,1
ME,2014,Black or African American,homicide,1
ME,2015,Black or African American,homicide,2
ME,2016,Black or African American,homicide,0
ME,2017,Black or African American,homicide,0
ME,2018,Black or African American,homicide,0
ME,2010,American Indian or Alaska Native,homicide,0
ME,2011,American Indian or Alaska Native,homicide,0
ME,2012,American Indian or Alaska Native,homicide,0
ME,2013,American Indian or Alaska Native,homicide,0
ME,2014,American Indian or Alaska Native,homicide,0
ME,2015,American Indian or Alaska Native,homicide,0
ME,2016,American Indian or Alaska Native,homicide,0
ME,2017,American Indian or Alaska Native,homicide,0
ME,2018,American Indian or Alaska Native,homicide,0
ME,2010,White,homicide,0
ME,2011,White,homicide,4
ME,2012,White,homicide,5
ME,2013,White,homicide,0
ME,2014,White,homicide,3
ME,2015,White,homicide,1
ME,2016,White,homicide,2
ME,2017,White,homicide,3
ME,2018,White,homicide,2
ME,2010,Unknown,homicide,0
ME,2011,Unknown,homicide,0
ME,2012,Unknown,homicide,0
ME,2013,Unknown,homicide,0
ME,2014,Unknown,homicide,0
ME,2015,Unknown,homicide,0
ME,2016,Unknown,homicide,0
ME,2017,Unknown,homicide,0
ME,2018,Unknown,homicide,0
ME,2010,Asian,rape,1
ME,2011,Asian,rape,0
ME,2012,Asian,rape,0
ME,2013,Asian,rape,0
ME,2014,Asian,rape,0
ME,2015,Asian,rape,1
ME,2016,Asian,rape,2
ME,2017,Asian,rape,1
ME,2018,Asian,rape,0
ME,2010,Native Hawaiian,rape,0
ME,2011,Native Hawaiian,rape,0
ME,2012,Native Hawaiian,rape,0
ME,2013,Native Hawaiian,rape,0
ME,2014,Native Hawaiian,rape,0
ME,2015,Native Hawaiian,rape,0
ME,2016,Native Hawaiian,rape,0
ME,2017,Native Hawaiian,rape,0
ME,2018,Native Hawaiian,rape,0
ME,2010,Black or African American,rape,13
ME,2011,Black or African American,rape,22
ME,2012,Black or African American,rape,16
ME,2013,Black or African American,rape,15
ME,2014,Black or African American,rape,11
ME,2015,Black or African American,rape,12
ME,2016,Black or African American,rape,14
ME,2017,Black or African American,rape,21
